pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,timestamp,temperature_2m,relative_humidity_2m,wind_speed_10m,surface_pressure
52.3,46.1,1520.0,77.7,26.0,10.0,115,2025-11-11 23:00:00,24.1,56.0,9.4,1015.5
55.4,48.7,1303.0,77.5,25.7,8.0,114,2025-11-12 00:00:00,23.7,56.0,11.2,1015.3
53.6,46.6,937.0,76.0,24.6,6.0,114,2025-11-12 01:00:00,23.5,56.0,11.6,1014.9
48.8,42.0,645.0,71.7,23.1,7.0,113,2025-11-12 02:00:00,23.2,57.0,11.4,1014.5
41.1,35.4,476.0,61.5,20.7,13.0,112,2025-11-12 03:00:00,23.0,58.0,10.7,1014.2
35.0,29.6,381.0,48.5,17.8,21.0,111,2025-11-12 04:00:00,22.8,59.0,9.7,1014.3
39.0,31.8,437.0,43.3,15.8,22.0,109,2025-11-12 05:00:00,22.5,63.0,9.4,1014.5
39.8,33.5,796.0,46.4,16.6,16.0,107,2025-11-12 06:00:00,22.4,64.0,8.9,1015.0
49.1,42.5,1305.0,50.3,17.8,10.0,104,2025-11-12 07:00:00,22.2,65.0,8.7,1015.6
55.1,49.2,1582.0,49.5,20.4,16.0,102,2025-11-12 08:00:00,22.9,63.0,8.4,1016.2
42.0,33.1,1394.0,39.7,25.8,45.0,98,2025-11-12 09:00:00,24.3,58.0,8.7,1016.6
32.9,22.7,973.0,25.4,32.4,87.0,97,2025-11-12 10:00:00,25.8,48.0,6.8,1016.8
29.3,21.9,631.0,14.1,36.8,122.0,96,2025-11-12 11:00:00,27.2,41.0,5.4,1016.4
29.5,23.3,490.0,9.0,36.9,143.0,96,2025-11-12 12:00:00,28.3,36.0,7.3,1015.5
30.4,24.2,428.0,7.0,34.7,157.0,96,2025-11-12 13:00:00,29.2,33.0,10.5,1014.6
31.9,25.1,397.0,6.7,32.6,163.0,96,2025-11-12 14:00:00,29.7,33.0,13.8,1013.7
32.6,25.5,369.0,7.4,31.7,160.0,95,2025-11-12 15:00:00,29.8,33.0,16.9,1013.3
32.2,25.0,373.0,9.9,30.8,148.0,95,2025-11-12 16:00:00,29.3,35.0,19.8,1013.4
30.2,24.2,441.0,15.0,32.7,137.0,95,2025-11-12 17:00:00,27.7,39.0,22.0,1014.1
32.1,26.7,624.0,25.2,29.1,109.0,104,2025-11-12 18:00:00,25.8,49.0,19.5,1014.5
32.2,26.5,871.0,39.3,24.1,69.0,109,2025-11-12 19:00:00,25.5,52.0,17.0,1014.9
32.1,26.3,1070.0,50.4,20.3,39.0,98,2025-11-12 20:00:00,25.2,54.0,15.8,1015.5
32.9,26.8,1200.0,56.0,18.8,27.0,94,2025-11-12 21:00:00,24.8,54.0,14.4,1015.9
34.5,28.0,1281.0,58.5,18.5,23.0,93,2025-11-12 22:00:00,24.6,55.0,14.6,1016.2
37.8,30.7,1258.0,58.1,18.0,23.0,92,2025-11-12 23:00:00,24.1,56.0,16.1,1016.3
41.3,33.2,1056.0,54.1,16.7,24.0,91,2025-11-13 00:00:00,23.8,57.0,15.7,1016.0
40.0,31.8,751.0,47.2,15.1,28.0,90,2025-11-13 01:00:00,23.6,57.0,14.0,1015.8
36.0,27.6,509.0,40.0,14.0,33.0,88,2025-11-13 02:00:00,23.3,58.0,12.0,1015.6
33.4,24.0,358.0,31.8,13.3,39.0,87,2025-11-13 03:00:00,23.1,59.0,10.6,1015.4
32.2,21.7,272.0,23.3,13.1,45.0,86,2025-11-13 04:00:00,22.9,60.0,10.0,1015.4
35.9,23.9,336.0,24.3,13.5,39.0,85,2025-11-13 05:00:00,22.6,62.0,9.7,1015.6
39.1,26.1,707.0,31.9,14.7,30.0,85,2025-11-13 06:00:00,22.5,63.0,9.0,1016.2
46.7,33.9,1230.0,41.9,16.6,18.0,84,2025-11-13 07:00:00,22.4,63.0,9.4,1017.0
50.2,38.4,1524.0,46.1,20.5,21.0,83,2025-11-13 08:00:00,23.1,60.0,9.8,1017.7
46.3,32.4,1356.0,38.8,28.5,49.0,82,2025-11-13 09:00:00,24.6,51.0,9.3,1018.2
42.7,22.9,960.0,25.6,38.4,92.0,82,2025-11-13 10:00:00,26.1,40.0,5.4,1018.2
37.4,22.2,656.0,15.0,44.7,127.0,82,2025-11-13 11:00:00,27.2,34.0,1.8,1017.7
36.4,24.0,586.0,10.1,44.3,148.0,82,2025-11-13 12:00:00,28.1,30.0,2.8,1016.7
37.1,24.3,609.0,7.7,40.3,163.0,82,2025-11-13 13:00:00,28.8,28.0,5.8,1015.7
37.8,24.8,620.0,7.1,36.7,170.0,82,2025-11-13 14:00:00,29.3,28.0,10.4,1014.8
38.1,25.1,557.0,7.8,35.3,170.0,82,2025-11-13 15:00:00,29.4,30.0,14.2,1014.1
38.0,25.6,483.0,10.3,34.4,163.0,82,2025-11-13 16:00:00,29.0,33.0,16.3,1013.9
32.6,24.2,483.0,14.8,35.0,152.0,97,2025-11-13 17:00:00,28.2,38.0,19.1,1014.5
37.6,30.9,629.0,23.4,31.1,124.0,119,2025-11-13 18:00:00,26.5,46.0,19.8,1015.1
37.0,30.3,849.0,35.2,25.6,85.0,125,2025-11-13 19:00:00,25.5,49.0,16.2,1015.7
34.8,27.9,1011.0,43.8,21.3,55.0,116,2025-11-13 20:00:00,25.5,49.0,14.3,1016.2
33.8,26.7,1070.0,45.9,19.5,44.0,97,2025-11-13 21:00:00,25.2,49.0,12.5,1016.6
34.8,27.6,1071.0,44.8,18.8,41.0,83,2025-11-13 22:00:00,24.9,50.0,12.5,1016.5
37.0,29.8,1011.0,43.8,18.2,39.0,83,2025-11-13 23:00:00,24.7,50.0,11.5,1016.2
38.4,31.7,856.0,44.2,17.3,33.0,83,2025-11-14 00:00:00,24.4,50.0,11.5,1015.8
38.5,32.1,641.0,44.7,16.5,27.0,83,2025-11-14 01:00:00,24.1,50.0,10.9,1015.4
38.1,31.8,471.0,44.3,15.8,23.0,83,2025-11-14 02:00:00,23.7,51.0,10.6,1015.1
37.1,30.7,334.0,41.8,14.9,21.0,83,2025-11-14 03:00:00,23.4,51.0,11.0,1014.9
35.6,29.3,241.0,38.3,14.0,20.0,84,2025-11-14 04:00:00,23.1,52.0,10.5,1014.9
37.4,30.6,332.0,41.6,14.3,15.0,84,2025-11-14 05:00:00,23.0,52.0,9.6,1015.0
37.4,31.4,808.0,44.4,15.6,10.0,85,2025-11-14 06:00:00,22.8,52.0,8.9,1015.6
44.7,39.2,1468.0,47.8,17.9,4.0,86,2025-11-14 07:00:00,22.7,51.0,7.6,1016.3
55.3,50.5,1841.0,47.2,22.0,11.0,86,2025-11-14 08:00:00,23.6,47.0,6.9,1016.9
47.0,39.2,1652.0,39.0,30.8,42.0,87,2025-11-14 09:00:00,24.9,41.0,6.5,1017.3
37.4,25.3,1178.0,26.7,41.5,86.0,88,2025-11-14 10:00:00,26.3,33.0,4.5,1017.5
31.9,20.8,775.0,16.7,47.2,122.0,88,2025-11-14 11:00:00,27.4,28.0,2.0,1016.8
27.5,18.3,569.0,11.1,43.3,141.0,88,2025-11-14 12:00:00,28.4,23.0,2.6,1015.8
25.6,17.7,434.0,7.7,34.5,151.0,87,2025-11-14 13:00:00,29.1,20.0,6.5,1014.8
25.6,18.1,357.0,6.5,27.6,156.0,87,2025-11-14 14:00:00,29.5,21.0,11.7,1013.9
26.0,18.5,341.0,7.0,25.9,157.0,86,2025-11-14 15:00:00,29.6,24.0,15.9,1013.4
26.4,18.7,382.0,9.6,26.3,151.0,85,2025-11-14 16:00:00,29.2,27.0,18.6,1013.4
22.6,17.0,455.0,14.5,26.7,140.0,85,2025-11-14 17:00:00,28.2,31.0,22.1,1014.0
31.9,27.0,549.0,24.6,24.6,114.0,101,2025-11-14 18:00:00,26.2,36.0,20.0,1014.3
32.6,27.0,676.0,38.7,21.7,78.0,107,2025-11-14 19:00:00,25.8,39.0,16.8,1014.8
31.7,25.1,844.0,49.3,19.5,50.0,98,2025-11-14 20:00:00,25.3,41.0,16.4,1015.4
32.2,25.0,1131.0,53.2,19.0,38.0,83,2025-11-14 21:00:00,25.0,41.0,13.0,1015.7
34.6,27.1,1459.0,53.7,19.2,34.0,83,2025-11-14 22:00:00,24.8,42.0,11.0,1015.9
38.8,31.4,1601.0,53.8,19.0,30.0,83,2025-11-14 23:00:00,24.4,43.0,10.2,1015.9
40.7,34.9,1401.0,54.8,17.8,24.0,83,2025-11-15 00:00:00,24.1,43.0,10.5,1015.6
38.6,34.1,1016.0,55.4,16.3,18.0,84,2025-11-15 01:00:00,23.8,44.0,10.7,1015.3
35.4,31.5,691.0,54.1,15.0,15.0,84,2025-11-15 02:00:00,23.4,46.0,11.9,1015.2
32.2,28.9,467.0,48.9,14.0,16.0,84,2025-11-15 03:00:00,23.1,47.0,11.8,1015.0
29.3,26.4,303.0,41.9,13.3,19.0,84,2025-11-15 04:00:00,22.8,47.0,10.7,1014.9
34.0,29.7,326.0,48.7,13.2,9.0,83,2025-11-15 05:00:00,22.6,49.0,9.2,1015.0
34.0,30.0,723.0,49.7,14.8,6.0,83,2025-11-15 06:00:00,22.5,49.0,9.2,1015.5
42.3,38.3,1307.0,50.7,17.2,3.0,83,2025-11-15 07:00:00,22.4,48.0,10.0,1016.4
54.5,51.1,1641.0,48.1,21.1,11.0,83,2025-11-15 08:00:00,23.1,44.0,9.7,1017.2
48.1,42.0,1467.0,38.8,28.2,41.0,83,2025-11-15 09:00:00,24.8,35.0,9.2,1017.7
37.5,25.0,1044.0,25.9,36.7,82.0,83,2025-11-15 10:00:00,26.3,25.0,7.3,1017.8
29.3,19.4,705.0,15.7,41.9,116.0,83,2025-11-15 11:00:00,27.4,21.0,5.2,1017.3
25.3,18.1,577.0,10.3,41.1,137.0,83,2025-11-15 12:00:00,28.3,17.0,5.5,1016.4
25.1,18.9,533.0,7.6,37.1,151.0,83,2025-11-15 13:00:00,28.9,16.0,6.2,1015.4
26.4,20.4,532.0,6.8,33.5,158.0,83,2025-11-15 14:00:00,29.2,16.0,9.7,1014.5
27.2,21.3,567.0,6.5,31.6,161.0,83,2025-11-15 15:00:00,29.3,17.0,12.6,1014.1
27.2,21.4,643.0,8.2,30.1,157.0,84,2025-11-15 16:00:00,29.1,20.0,14.3,1013.9
22.3,19.1,737.0,15.8,31.8,145.0,84,2025-11-15 17:00:00,28.6,24.0,16.2,1014.4
33.3,31.1,860.0,30.3,29.2,115.0,102,2025-11-15 18:00:00,26.9,32.0,18.8,1015.1
32.4,30.4,999.0,50.4,25.7,74.0,109,2025-11-15 19:00:00,25.4,38.0,15.8,1015.8
31.8,29.9,1097.0,66.0,23.3,41.0,100,2025-11-15 20:00:00,25.6,39.0,13.6,1016.5
32.8,31.1,1142.0,73.6,23.4,25.0,85,2025-11-15 21:00:00,25.1,40.0,13.6,1017.0
36.7,34.9,1145.0,76.7,24.5,18.0,86,2025-11-15 22:00:00,24.9,39.0,12.7,1017.0
43.4,41.9,1079.0,76.4,24.6,14.0,86,2025-11-15 23:00:00,24.6,39.0,11.9,1017.2
44.0,42.8,890.0,72.0,22.3,13.0,87,2025-11-16 00:00:00,24.3,39.0,10.2,1016.8
37.6,36.7,633.0,64.1,18.9,17.0,88,2025-11-16 01:00:00,23.9,39.0,7.4,1016.7
32.4,31.5,436.0,55.6,16.1,21.0,88,2025-11-16 02:00:00,23.6,39.0,7.9,1016.7
28.6,27.8,325.0,45.5,14.5,27.0,88,2025-11-16 03:00:00,23.2,39.0,8.9,1016.7
25.5,24.7,276.0,34.9,13.5,35.0,88,2025-11-16 04:00:00,23.0,38.0,9.3,1016.9
25.5,24.9,346.0,36.9,13.6,30.0,88,2025-11-16 05:00:00,22.7,40.0,10.4,1017.2
24.4,23.9,647.0,42.1,14.6,25.0,88,2025-11-16 06:00:00,22.5,39.0,10.5,1017.9
29.5,28.9,1068.0,48.7,16.2,19.0,87,2025-11-16 07:00:00,22.4,37.0,10.5,1018.8
34.8,34.3,1332.0,50.0,19.1,26.0,86,2025-11-16 08:00:00,23.4,32.0,9.8,1019.7
36.3,35.9,1297.0,40.8,24.9,58.0,85,2025-11-16 09:00:00,25.0,25.0,9.3,1020.2
26.1,25.2,1105.0,26.2,31.8,102.0,84,2025-11-16 10:00:00,26.6,19.0,8.0,1020.0
18.9,18.1,907.0,14.6,35.6,137.0,84,2025-11-16 11:00:00,27.8,16.0,6.6,1019.2
16.5,15.8,716.0,9.3,33.2,154.0,84,2025-11-16 12:00:00,28.7,15.0,6.0,1018.0
17.4,16.8,518.0,7.0,27.6,161.0,84,2025-11-16 13:00:00,29.5,14.0,5.4,1016.8
18.3,17.7,423.0,6.7,23.3,164.0,84,2025-11-16 14:00:00,30.0,13.0,5.0,1016.1
18.9,18.2,412.0,4.9,21.4,166.0,84,2025-11-16 15:00:00,30.5,13.0,6.2,1015.7
19.0,18.4,502.0,5.1,20.8,164.0,83,2025-11-16 16:00:00,30.5,14.0,6.9,1015.7
15.8,15.5,859.0,16.4,22.5,147.0,102,2025-11-16 17:00:00,30.2,15.0,5.4,1016.2
33.2,32.9,1789.0,43.9,25.2,110.0,121,2025-11-16 18:00:00,27.9,21.0,10.4,1016.9
44.6,44.4,2984.0,81.5,29.1,60.0,122,2025-11-16 19:00:00,26.5,27.0,10.8,1017.7
48.4,48.3,3687.0,107.2,32.3,23.0,106,2025-11-16 20:00:00,26.2,28.0,10.7,1018.4
51.7,51.6,3479.0,109.9,34.9,13.0,86,2025-11-16 21:00:00,23.2,64.0,2.5,1018.5
54.1,53.9,2778.0,100.6,37.0,16.0,88,2025-11-16 22:00:00,21.6,70.0,4.6,1018.5
54.4,54.1,2077.0,91.0,36.6,19.0,89,2025-11-16 23:00:00,20.3,76.0,4.8,1018.9
51.1,50.8,1483.0,84.4,32.0,18.0,90,2025-11-17 00:00:00,19.7,77.0,5.6,1018.4
45.4,45.2,888.0,77.4,25.1,18.0,91,2025-11-17 01:00:00,19.3,75.0,5.6,1017.7
40.5,40.2,464.0,71.0,19.5,17.0,92,2025-11-17 02:00:00,18.9,73.0,5.7,1017.2
35.9,35.5,270.0,65.3,16.4,16.0,93,2025-11-17 03:00:00,18.4,71.0,5.8,1016.9
30.5,30.3,245.0,60.3,14.7,16.0,93,2025-11-17 04:00:00,17.9,73.0,5.8,1016.8
30.0,29.7,382.0,58.6,14.1,12.0,94,2025-11-17 05:00:00,17.6,79.0,6.0,1017.5
27.6,27.4,795.0,59.7,15.6,9.0,94,2025-11-17 06:00:00,17.1,84.0,6.0,1018.0
33.3,32.9,1370.0,60.7,18.0,7.0,94,2025-11-17 07:00:00,16.8,84.0,6.0,1018.4
42.6,42.4,1748.0,57.4,22.7,17.0,95,2025-11-17 08:00:00,17.3,81.0,6.6,1018.7
40.4,40.0,1756.0,46.0,32.1,52.0,95,2025-11-17 09:00:00,19.9,70.0,6.6,1019.1
29.4,28.8,1568.0,30.3,43.7,99.0,96,2025-11-17 10:00:00,22.4,51.0,6.1,1019.3
19.5,19.0,1348.0,18.2,51.5,138.0,96,2025-11-17 11:00:00,25.9,40.0,4.6,1019.3
19.0,18.6,1120.0,12.7,51.9,161.0,96,2025-11-17 12:00:00,28.1,31.0,3.3,1018.5
20.8,20.5,860.0,10.7,48.5,175.0,97,2025-11-17 13:00:00,29.1,25.0,1.8,1017.4
22.9,22.5,659.0,10.6,45.7,183.0,97,2025-11-17 14:00:00,29.6,23.0,1.8,1016.6
25.1,24.6,521.0,11.0,45.9,189.0,97,2025-11-17 15:00:00,29.5,25.0,5.9,1015.5
26.7,26.3,441.0,13.2,46.8,190.0,98,2025-11-17 16:00:00,28.4,35.0,12.2,1015.1
27.4,27.0,501.0,19.1,49.2,185.0,119,2025-11-17 17:00:00,27.1,46.0,12.6,1015.3
45.4,44.9,829.0,36.8,44.6,147.0,147,2025-11-17 18:00:00,25.5,56.0,9.7,1015.7
45.5,44.9,1297.0,60.9,38.2,94.0,156,2025-11-17 19:00:00,24.5,62.0,6.5,1016.4
43.4,42.6,1593.0,77.1,32.8,54.0,148,2025-11-17 20:00:00,23.6,70.0,5.1,1016.9
42.3,41.1,1563.0,77.5,29.6,40.0,125,2025-11-17 21:00:00,23.0,74.0,4.0,1016.9
42.7,41.3,1362.0,70.0,27.6,39.0,99,2025-11-17 22:00:00,22.5,76.0,3.4,1016.7
45.3,43.5,1146.0,63.6,26.0,38.0,98,2025-11-17 23:00:00,21.4,82.0,3.7,1017.1
47.6,45.5,945.0,62.4,25.1,33.0,97,2025-11-18 00:00:00,20.3,87.0,4.5,1016.9
48.7,46.3,728.0,62.4,24.7,28.0,97,2025-11-18 01:00:00,18.8,91.0,5.5,1016.7
49.7,47.3,561.0,60.6,23.9,25.0,97,2025-11-18 02:00:00,18.0,94.0,5.9,1016.5
49.7,47.5,431.0,54.3,21.8,24.0,97,2025-11-18 03:00:00,17.6,93.0,6.4,1015.8
46.4,44.5,350.0,46.3,19.3,24.0,98,2025-11-18 04:00:00,17.5,92.0,6.4,1015.4
50.3,48.1,420.0,47.3,21.3,22.0,100,2025-11-18 05:00:00,17.6,92.0,6.4,1016.2
49.2,47.3,811.0,50.6,21.3,15.0,102,2025-11-18 06:00:00,17.5,91.0,6.5,1016.4
54.5,52.7,1353.0,54.6,21.5,7.0,104,2025-11-18 07:00:00,17.4,91.0,6.9,1016.8
60.8,59.3,1642.0,53.5,24.1,13.0,106,2025-11-18 08:00:00,18.0,88.0,6.9,1017.2
48.4,46.1,1425.0,42.5,31.4,47.0,108,2025-11-18 09:00:00,20.2,75.0,7.7,1017.5
36.1,32.0,956.0,26.5,41.1,95.0,108,2025-11-18 10:00:00,22.6,69.0,6.4,1017.7
32.4,29.5,589.0,14.2,47.6,136.0,108,2025-11-18 11:00:00,24.9,63.0,5.2,1017.4
31.0,28.9,470.0,9.1,48.1,161.0,110,2025-11-18 12:00:00,26.7,49.0,5.2,1016.6
31.2,29.4,453.0,7.7,45.5,178.0,111,2025-11-18 13:00:00,27.8,41.0,4.9,1015.7
32.2,30.4,463.0,8.0,43.2,188.0,112,2025-11-18 14:00:00,28.3,37.0,4.9,1014.8
33.2,31.3,470.0,8.3,42.8,192.0,112,2025-11-18 15:00:00,28.3,38.0,6.2,1014.3
33.9,31.9,504.0,10.2,42.7,187.0,113,2025-11-18 16:00:00,27.6,43.0,9.0,1013.6
33.4,31.7,569.0,16.2,44.6,177.0,118,2025-11-18 17:00:00,27.3,49.0,10.0,1013.1
47.3,45.5,692.0,32.8,40.4,139.0,146,2025-11-18 18:00:00,25.2,65.0,10.5,1013.3
47.4,45.4,847.0,55.6,34.6,85.0,154,2025-11-18 19:00:00,24.3,67.0,7.0,1014.3
46.9,44.6,964.0,72.3,30.0,44.0,145,2025-11-18 20:00:00,23.6,70.0,3.3,1014.6
48.1,45.5,1027.0,77.3,28.0,27.0,120,2025-11-18 21:00:00,23.0,73.0,2.4,1014.7
49.5,46.9,1052.0,76.3,27.2,21.0,115,2025-11-18 22:00:00,21.9,78.0,3.6,1014.7
51.0,48.3,1022.0,73.5,26.1,18.0,116,2025-11-18 23:00:00,20.6,81.0,5.2,1015.2
51.0,48.3,905.0,70.3,24.0,15.0,116,2025-11-19 00:00:00,19.6,85.0,5.6,1015.1
50.1,47.3,733.0,65.4,21.5,15.0,116,2025-11-19 01:00:00,19.0,85.0,5.7,1014.7
49.1,46.1,585.0,59.4,19.4,16.0,116,2025-11-19 02:00:00,18.4,85.0,5.7,1014.5
47.4,44.2,431.0,50.5,17.5,20.0,116,2025-11-19 03:00:00,17.9,86.0,5.3,1014.0
44.7,41.4,302.0,40.4,16.0,26.0,116,2025-11-19 04:00:00,17.3,88.0,6.0,1014.1
48.1,44.4,365.0,43.4,18.3,23.0,116,2025-11-19 05:00:00,17.2,93.0,6.0,1014.3
47.7,44.1,842.0,48.2,19.5,16.0,115,2025-11-19 06:00:00,17.0,92.0,6.1,1014.9
54.7,50.9,1512.0,54.4,21.3,9.0,115,2025-11-19 07:00:00,16.8,90.0,6.4,1015.4
62.9,59.6,1882.0,54.8,24.1,14.0,115,2025-11-19 08:00:00,17.3,87.0,6.9,1016.1
49.0,45.5,1651.0,44.2,28.6,44.0,115,2025-11-19 09:00:00,19.9,76.0,6.9,1016.6
39.5,35.0,1120.0,27.8,34.0,87.0,115,2025-11-19 10:00:00,22.4,63.0,5.9,1016.9
35.9,32.1,696.0,15.1,38.8,124.0,115,2025-11-19 11:00:00,25.2,68.0,1.6,1016.4
36.1,33.2,541.0,9.7,42.6,150.0,115,2025-11-19 12:00:00,26.8,60.0,1.8,1015.9
37.6,35.0,492.0,7.9,45.7,171.0,116,2025-11-19 13:00:00,27.7,53.0,4.7,1014.9
39.0,36.7,468.0,7.8,47.4,183.0,116,2025-11-19 14:00:00,27.9,50.0,6.8,1014.3
39.9,37.6,425.0,8.4,47.3,184.0,117,2025-11-19 15:00:00,27.5,55.0,8.7,1013.6
39.7,37.5,407.0,10.8,45.7,177.0,118,2025-11-19 16:00:00,26.8,60.0,10.9,1013.3
35.9,34.1,462.0,14.8,43.0,158.0,118,2025-11-19 17:00:00,26.6,63.0,9.8,1013.5
43.0,41.7,667.0,29.7,39.3,125.0,129,2025-11-19 18:00:00,25.5,68.0,8.4,1013.7
44.1,42.8,945.0,50.2,34.2,80.0,137,2025-11-19 19:00:00,24.7,74.0,6.2,1014.2
42.5,41.2,1119.0,64.9,29.9,45.0,128,2025-11-19 20:00:00,23.9,79.0,4.7,1014.8
41.0,39.7,1100.0,69.2,27.4,31.0,117,2025-11-19 21:00:00,23.3,83.0,3.3,1015.2
40.0,38.8,976.0,67.6,25.7,28.0,117,2025-11-19 22:00:00,22.4,86.0,3.6,1015.5
39.2,38.1,837.0,62.5,23.7,29.0,116,2025-11-19 23:00:00,20.5,91.0,5.2,1015.6
36.8,35.6,694.0,52.6,20.9,36.0,115,2025-11-20 00:00:00,20.3,90.0,5.4,1015.4
33.4,32.1,536.0,39.1,17.8,47.0,114,2025-11-20 01:00:00,20.2,87.0,5.4,1015.1
30.9,29.5,417.0,28.3,15.5,55.0,112,2025-11-20 02:00:00,19.7,87.0,4.8,1014.8
29.3,27.9,321.0,21.7,14.1,57.0,110,2025-11-20 03:00:00,19.1,90.0,5.2,1014.6
28.6,27.2,265.0,17.8,13.5,55.0,109,2025-11-20 04:00:00,18.5,92.0,5.2,1014.7
35.0,33.5,353.0,24.1,14.2,40.0,107,2025-11-20 05:00:00,18.0,95.0,5.7,1015.1
40.0,38.8,748.0,31.9,15.3,27.0,106,2025-11-20 06:00:00,17.6,95.0,5.6,1015.3
51.6,50.3,1287.0,42.1,17.2,11.0,105,2025-11-20 07:00:00,17.2,95.0,6.0,1016.1
61.2,60.3,1583.0,46.8,20.5,11.0,105,2025-11-20 08:00:00,17.5,92.0,6.1,1016.6
47.7,46.4,1389.0,40.6,26.5,39.0,105,2025-11-20 09:00:00,19.8,75.0,6.6,1017.3
34.2,32.4,952.0,28.8,34.0,83.0,106,2025-11-20 10:00:00,22.2,67.0,5.4,1017.5
30.6,29.0,631.0,19.0,40.3,122.0,105,2025-11-20 11:00:00,25.0,65.0,4.3,1017.4
31.7,30.2,587.0,13.6,44.5,150.0,105,2025-11-20 12:00:00,26.7,56.0,3.8,1016.6
34.6,33.1,658.0,10.1,47.4,173.0,105,2025-11-20 13:00:00,27.9,49.0,2.8,1015.6
36.4,35.0,716.0,8.8,48.8,186.0,104,2025-11-20 14:00:00,28.5,46.0,3.6,1015.0
37.7,36.3,694.0,9.2,48.5,189.0,104,2025-11-20 15:00:00,28.5,48.0,5.7,1014.3
38.1,36.7,658.0,11.7,46.7,182.0,104,2025-11-20 16:00:00,27.7,56.0,9.9,1013.6
32.2,31.7,677.0,16.4,48.8,173.0,106,2025-11-20 17:00:00,26.6,64.0,10.5,1014.0
36.7,36.1,814.0,27.7,43.7,139.0,134,2025-11-20 18:00:00,24.8,72.0,9.4,1014.5
37.5,36.8,1005.0,43.3,36.6,92.0,146,2025-11-20 19:00:00,24.0,75.0,5.8,1015.3
34.8,34.2,1126.0,54.8,30.8,55.0,140,2025-11-20 20:00:00,23.2,79.0,3.6,1016.0
33.6,33.1,1125.0,58.7,27.7,38.0,119,2025-11-20 21:00:00,22.2,84.0,3.6,1016.2
34.0,33.3,1054.0,58.6,25.8,32.0,101,2025-11-20 22:00:00,21.0,89.0,4.6,1016.3
34.8,34.1,944.0,56.6,24.0,28.0,101,2025-11-20 23:00:00,20.2,91.0,5.4,1016.3
34.0,33.4,773.0,52.6,21.8,26.0,100,2025-11-21 00:00:00,20.1,89.0,5.4,1016.0
31.8,31.1,561.0,46.8,19.6,26.0,100,2025-11-21 01:00:00,19.7,89.0,5.1,1015.8
30.5,29.7,406.0,42.1,17.8,25.0,100,2025-11-21 02:00:00,19.2,91.0,5.1,1015.8
31.1,30.4,306.0,39.6,16.4,21.0,100,2025-11-21 03:00:00,18.8,93.0,5.2,1015.3
33.6,33.1,262.0,38.2,15.3,17.0,100,2025-11-21 04:00:00,18.5,95.0,5.8,1015.7
38.4,38.0,368.0,46.0,16.7,9.0,101,2025-11-21 05:00:00,18.2,97.0,6.0,1015.5
38.9,38.5,772.0,46.1,17.5,5.0,101,2025-11-21 06:00:00,18.0,96.0,6.3,1016.1
47.1,46.8,1327.0,46.0,18.9,2.0,101,2025-11-21 07:00:00,17.7,94.0,6.4,1016.6
58.8,58.6,1687.0,44.1,22.8,10.0,101,2025-11-21 08:00:00,18.1,88.0,6.6,1017.5
40.6,40.3,1674.0,39.4,31.5,38.0,101,2025-11-21 09:00:00,19.9,71.0,7.1,1018.2
24.7,24.2,1466.0,33.0,42.6,77.0,100,2025-11-21 10:00:00,22.4,63.0,6.4,1018.9
24.8,24.4,1255.0,26.7,50.5,113.0,99,2025-11-21 11:00:00,25.0,53.0,6.4,1019.0
26.7,26.1,1081.0,20.4,52.4,144.0,99,2025-11-21 12:00:00,27.2,41.0,5.8,1018.1
28.6,27.9,903.0,14.2,51.0,171.0,98,2025-11-21 13:00:00,28.5,35.0,4.3,1017.1
30.5,29.5,792.0,10.9,49.3,188.0,98,2025-11-21 14:00:00,29.0,34.0,3.2,1016.1
32.1,31.1,795.0,10.5,48.4,192.0,98,2025-11-21 15:00:00,29.0,36.0,5.4,1015.6
33.2,32.1,865.0,12.9,47.1,186.0,97,2025-11-21 16:00:00,28.1,41.0,10.2,1015.3
50.9,48.9,934.0,19.5,49.9,174.0,102,2025-11-21 17:00:00,27.5,46.0,10.6,1015.4
58.4,56.9,979.0,36.2,45.2,135.0,131,2025-11-21 18:00:00,25.6,62.0,8.6,1015.7
58.2,56.8,1023.0,59.1,38.6,82.0,144,2025-11-21 19:00:00,24.3,72.0,4.7,1016.2
55.6,54.1,1071.0,76.1,33.5,40.0,137,2025-11-21 20:00:00,23.4,76.0,3.2,1016.9
55.4,53.8,1161.0,81.7,31.6,22.0,115,2025-11-21 21:00:00,22.4,80.0,3.3,1017.2
58.3,56.7,1256.0,81.3,31.1,15.0,106,2025-11-21 22:00:00,21.3,84.0,3.7,1017.1
61.5,59.8,1240.0,79.0,30.0,12.0,109,2025-11-21 23:00:00,20.3,89.0,5.6,1016.9
60.8,59.3,1011.0,76.2,27.4,9.0,111,2025-11-22 00:00:00,19.9,89.0,6.0,1016.4
58.0,56.1,672.0,71.5,24.2,10.0,114,2025-11-22 01:00:00,19.9,86.0,5.9,1016.1
52.7,50.9,423.0,64.9,21.4,13.0,117,2025-11-22 02:00:00,19.8,86.0,5.4,1015.9
48.2,46.3,311.0,54.1,19.2,20.0,119,2025-11-22 03:00:00,19.5,85.0,5.5,1015.6
44.6,42.6,290.0,41.4,17.5,29.0,121,2025-11-22 04:00:00,19.1,86.0,5.7,1015.6
