pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,timestamp,temperature_2m,relative_humidity_2m,wind_speed_10m,surface_pressure
16.6,14.0,420.0,10.4,9.1,73.0,80,2026-01-25 00:00:00,14.2,49.0,20.6,1021.1
17.2,14.6,402.0,7.9,8.5,76.0,77,2026-01-25 01:00:00,14.0,49.0,21.7,1020.4
18.2,15.9,393.0,6.0,8.2,79.0,74,2026-01-25 02:00:00,14.0,47.0,23.0,1020.6
19.3,17.4,381.0,4.7,8.3,81.0,72,2026-01-25 03:00:00,13.6,47.0,23.1,1020.4
20.9,18.9,379.0,4.1,8.7,82.0,70,2026-01-25 04:00:00,13.1,49.0,24.8,1019.8
22.8,20.0,414.0,4.6,9.0,83.0,69,2026-01-25 05:00:00,12.4,51.0,19.7,1020.2
25.1,21.7,528.0,7.7,9.5,79.0,68,2026-01-25 06:00:00,12.1,54.0,20.0,1020.2
28.1,24.2,679.0,11.9,10.1,73.0,67,2026-01-25 07:00:00,11.9,55.0,19.8,1020.8
31.1,26.7,769.0,14.3,10.7,72.0,66,2026-01-25 08:00:00,11.9,55.0,20.4,1021.5
32.2,27.6,744.0,13.1,11.1,77.0,65,2026-01-25 09:00:00,12.9,50.0,23.2,1022.6
32.2,26.1,658.0,10.2,11.4,86.0,65,2026-01-25 10:00:00,14.8,42.0,28.4,1022.9
28.7,22.4,578.0,7.7,11.6,96.0,64,2026-01-25 11:00:00,17.0,34.0,30.4,1022.3
25.2,19.7,517.0,6.3,11.4,107.0,64,2026-01-25 12:00:00,18.7,30.0,31.9,1021.0
22.2,17.6,463.0,5.5,11.1,118.0,64,2026-01-25 13:00:00,20.0,28.0,31.4,1019.4
20.5,16.5,440.0,5.4,10.9,125.0,65,2026-01-25 14:00:00,20.7,27.0,30.3,1018.4
19.7,16.2,464.0,6.0,11.0,127.0,65,2026-01-25 15:00:00,21.1,27.0,28.4,1017.5
19.2,15.8,520.0,7.4,11.3,124.0,65,2026-01-25 16:00:00,21.0,27.0,27.5,1016.9
20.6,18.5,591.0,11.1,12.5,117.0,65,2026-01-25 17:00:00,21.0,26.0,25.1,1017.1
23.6,21.8,697.0,17.1,12.6,103.0,65,2026-01-25 18:00:00,20.1,30.0,22.6,1017.0
25.6,23.9,819.0,25.2,12.7,84.0,65,2026-01-25 19:00:00,19.2,34.0,17.6,1017.6
24.6,22.9,882.0,30.2,12.9,70.0,65,2026-01-25 20:00:00,18.3,38.0,15.0,1018.4
23.4,21.7,840.0,29.2,13.2,65.0,66,2026-01-25 21:00:00,17.5,42.0,14.5,1018.6
23.2,21.5,738.0,25.0,13.7,66.0,66,2026-01-25 22:00:00,16.7,45.0,14.7,1018.5
23.9,22.1,638.0,20.7,14.2,68.0,67,2026-01-25 23:00:00,15.7,50.0,14.8,1018.6
24.8,22.9,552.0,17.1,14.8,71.0,68,2026-01-26 00:00:00,15.2,54.0,14.4,1018.1
25.3,23.2,467.0,13.4,15.4,76.0,68,2026-01-26 01:00:00,14.8,56.0,13.9,1017.6
25.8,23.7,406.0,10.3,16.1,81.0,69,2026-01-26 02:00:00,14.6,57.0,14.2,1017.6
26.3,24.3,374.0,7.7,17.0,86.0,70,2026-01-26 03:00:00,14.5,56.0,14.3,1017.2
26.6,24.8,366.0,5.8,17.9,90.0,71,2026-01-26 04:00:00,14.4,54.0,14.3,1016.8
25.3,24.3,395.0,6.1,17.9,89.0,71,2026-01-26 05:00:00,14.0,54.0,13.2,1016.9
25.5,24.7,494.0,11.0,18.2,82.0,71,2026-01-26 06:00:00,14.0,53.0,13.5,1017.1
26.5,26.0,630.0,17.6,18.7,72.0,72,2026-01-26 07:00:00,14.1,52.0,15.2,1017.6
29.2,28.7,710.0,21.2,19.3,70.0,72,2026-01-26 08:00:00,14.2,51.0,17.6,1018.3
30.0,29.5,681.0,19.1,20.2,81.0,72,2026-01-26 09:00:00,15.1,47.0,18.5,1018.9
26.0,25.2,597.0,14.0,21.2,99.0,72,2026-01-26 10:00:00,16.6,42.0,20.1,1019.7
22.9,21.4,528.0,9.9,21.5,115.0,72,2026-01-26 11:00:00,18.5,36.0,22.2,1018.9
22.2,19.0,494.0,7.9,20.2,128.0,72,2026-01-26 12:00:00,19.9,32.0,24.8,1017.8
22.4,18.9,474.0,6.8,18.2,139.0,72,2026-01-26 13:00:00,20.6,30.0,22.9,1016.7
23.0,20.0,476.0,6.7,17.2,146.0,72,2026-01-26 14:00:00,21.3,29.0,22.1,1016.0
24.2,21.5,507.0,6.9,18.2,151.0,72,2026-01-26 15:00:00,21.8,28.0,19.5,1015.7
25.0,22.6,559.0,8.1,20.1,153.0,73,2026-01-26 16:00:00,21.8,27.0,18.2,1015.2
22.4,19.6,623.0,13.6,23.1,147.0,82,2026-01-26 17:00:00,21.8,27.0,15.4,1015.0
33.8,31.8,717.0,39.0,24.5,110.0,96,2026-01-26 18:00:00,21.1,30.0,14.9,1015.3
53.2,52.0,823.0,73.0,26.4,60.0,98,2026-01-26 19:00:00,20.0,36.0,11.9,1016.1
46.7,46.4,870.0,90.5,27.2,28.0,86,2026-01-26 20:00:00,18.9,40.0,11.2,1017.1
29.3,29.3,815.0,75.6,25.9,33.0,79,2026-01-26 21:00:00,18.2,42.0,10.0,1017.3
19.0,18.9,702.0,44.2,23.6,57.0,80,2026-01-26 22:00:00,17.2,48.0,9.5,1017.5
14.6,13.9,589.0,19.7,21.3,75.0,80,2026-01-26 23:00:00,16.8,47.0,10.2,1017.7
13.4,11.9,490.0,11.7,19.5,77.0,79,2026-01-27 00:00:00,16.3,48.0,11.8,1017.5
14.0,11.2,392.0,10.6,17.7,74.0,78,2026-01-27 01:00:00,15.9,49.0,10.5,1017.5
15.6,11.5,317.0,10.1,16.3,71.0,77,2026-01-27 02:00:00,15.5,52.0,9.7,1017.7
18.0,12.5,255.0,7.7,15.1,72.0,76,2026-01-27 03:00:00,15.4,53.0,10.2,1017.6
20.4,13.7,215.0,6.1,14.3,74.0,75,2026-01-27 04:00:00,15.5,54.0,10.2,1017.2
21.1,14.5,249.0,8.0,14.5,69.0,74,2026-01-27 05:00:00,15.4,54.0,8.4,1017.1
22.7,15.8,422.0,15.6,15.0,59.0,73,2026-01-27 06:00:00,15.0,55.0,9.7,1017.2
25.5,18.6,669.0,26.0,16.0,45.0,72,2026-01-27 07:00:00,14.7,56.0,6.8,1018.3
31.2,24.8,841.0,32.2,18.1,42.0,71,2026-01-27 08:00:00,14.5,58.0,7.1,1019.4
32.6,26.3,877.0,30.6,22.4,57.0,71,2026-01-27 09:00:00,15.6,49.0,7.2,1020.4
30.6,24.1,838.0,25.0,27.9,83.0,71,2026-01-27 10:00:00,17.4,42.0,7.9,1021.2
26.9,21.6,757.0,19.4,32.5,105.0,71,2026-01-27 11:00:00,19.3,34.0,6.2,1021.1
21.9,17.2,612.0,14.9,35.6,122.0,71,2026-01-27 12:00:00,21.3,28.0,7.6,1020.4
23.6,17.5,425.0,10.5,37.7,135.0,70,2026-01-27 13:00:00,22.3,28.0,11.2,1019.2
26.4,18.8,300.0,7.7,38.3,143.0,70,2026-01-27 14:00:00,22.6,29.0,15.0,1018.6
27.5,19.3,258.0,5.8,36.7,144.0,70,2026-01-27 15:00:00,22.5,30.0,15.8,1017.9
27.2,18.8,277.0,5.5,33.6,139.0,70,2026-01-27 16:00:00,22.2,33.0,14.5,1018.0
14.2,12.9,399.0,10.6,33.3,135.0,70,2026-01-27 17:00:00,21.8,37.0,14.2,1017.3
18.3,16.5,678.0,24.6,31.9,110.0,81,2026-01-27 18:00:00,21.0,41.0,12.0,1017.6
26.4,24.7,1059.0,43.8,29.8,76.0,86,2026-01-27 19:00:00,20.2,50.0,8.7,1018.1
27.2,25.3,1421.0,57.8,28.0,50.0,80,2026-01-27 20:00:00,19.7,56.0,5.6,1019.0
27.2,24.9,1765.0,61.1,26.8,42.0,65,2026-01-27 21:00:00,19.0,62.0,4.3,1019.7
29.7,26.9,2090.0,59.1,25.9,42.0,63,2026-01-27 22:00:00,18.3,66.0,3.0,1019.7
33.4,30.0,2275.0,57.9,24.7,40.0,64,2026-01-27 23:00:00,17.8,72.0,3.3,1019.9
37.6,33.2,2272.0,60.9,23.1,32.0,65,2026-01-28 00:00:00,17.4,74.0,2.9,1019.5
42.8,37.3,2130.0,64.5,21.3,23.0,67,2026-01-28 01:00:00,16.8,77.0,3.1,1019.8
44.8,40.6,1873.0,64.3,19.7,17.0,69,2026-01-28 02:00:00,14.9,86.0,6.0,1019.9
42.0,39.9,1387.0,56.4,18.3,18.0,72,2026-01-28 03:00:00,13.9,88.0,8.4,1019.8
40.4,38.3,786.0,44.7,17.1,23.0,74,2026-01-28 04:00:00,14.8,73.0,9.1,1019.4
41.1,39.6,436.0,41.8,16.9,21.0,77,2026-01-28 05:00:00,14.7,67.0,8.3,1018.5
40.7,38.6,584.0,42.4,17.3,20.0,79,2026-01-28 06:00:00,14.7,67.0,7.8,1018.9
42.7,40.3,982.0,42.8,17.9,20.0,81,2026-01-28 07:00:00,14.3,69.0,6.9,1019.6
47.3,44.6,1253.0,40.4,19.4,28.0,83,2026-01-28 08:00:00,14.2,70.0,7.2,1021.0
47.1,45.1,1233.0,32.7,22.6,52.0,85,2026-01-28 09:00:00,15.6,59.0,8.6,1021.9
34.9,32.1,1085.0,22.1,26.5,84.0,86,2026-01-28 10:00:00,17.9,53.0,9.3,1022.6
25.3,21.5,922.0,13.8,29.0,110.0,87,2026-01-28 11:00:00,20.7,42.0,13.0,1022.5
25.7,19.5,753.0,9.6,28.6,124.0,87,2026-01-28 12:00:00,22.5,33.0,12.6,1021.4
25.3,19.3,570.0,7.5,26.7,131.0,87,2026-01-28 13:00:00,23.4,29.0,9.0,1020.2
25.7,20.4,459.0,6.8,25.6,136.0,87,2026-01-28 14:00:00,24.0,28.0,6.0,1019.3
26.4,21.5,459.0,4.3,26.2,144.0,87,2026-01-28 15:00:00,24.2,28.0,4.3,1018.7
27.2,22.5,530.0,3.2,27.5,150.0,88,2026-01-28 16:00:00,23.9,31.0,5.7,1018.4
28.2,23.5,648.0,11.7,28.6,141.0,88,2026-01-28 17:00:00,23.1,39.0,11.9,1018.2
31.9,27.2,841.0,39.9,28.8,105.0,89,2026-01-28 18:00:00,21.4,47.0,13.7,1018.4
53.8,49.1,1080.0,77.7,28.8,54.0,90,2026-01-28 19:00:00,20.7,48.0,10.2,1018.6
60.3,54.8,1247.0,103.3,29.3,17.0,92,2026-01-28 20:00:00,20.2,53.0,6.5,1019.3
68.5,61.2,1293.0,105.4,31.5,7.0,95,2026-01-28 21:00:00,19.5,58.0,4.6,1019.3
74.3,67.3,1266.0,95.4,34.1,11.0,98,2026-01-28 22:00:00,18.7,64.0,3.7,1019.2
66.6,62.2,1194.0,85.2,34.2,15.0,102,2026-01-28 23:00:00,17.4,71.0,4.8,1019.2
