timestamp,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,temperature_2m,relative_humidity_2m,wind_speed_10m,surface_pressure
2025-10-24 10:00:00,32.4,28.5,1109.0,24.1,26.9,125.0,108,32.5,22,5.2,1011.8
2025-10-24 11:00:00,28.5,22.5,829.0,10.9,27.6,164.0,107,34.6,16,3.6,1011.4
2025-10-24 12:00:00,30.2,22.2,680.0,5.7,24.5,179.0,106,35.4,15,3.6,1010.8
2025-10-24 13:00:00,31.7,22.2,579.0,4.8,19.4,181.0,105,35.9,14,4.4,1009.7
2025-10-24 14:00:00,31.2,21.6,531.0,5.3,15.4,178.0,104,36.0,15,6.7,1008.7
2025-10-24 15:00:00,29.7,20.6,496.0,3.2,13.4,175.0,104,36.0,17,8.6,1008.0
2025-10-24 16:00:00,28.4,19.8,514.0,2.6,12.4,167.0,104,35.3,21,8.7,1007.5
2025-10-24 17:00:00,25.1,18.2,710.0,12.7,12.3,144.0,131,34.3,22,10.9,1007.8
2025-10-24 18:00:00,37.6,32.0,1258.0,43.4,16.1,109.0,146,32.5,28,11.4,1008.1
2025-10-24 19:00:00,49.2,44.1,1983.0,85.3,21.5,60.0,142,30.9,30,10.1,1008.6
2025-10-24 20:00:00,55.6,50.9,2491.0,114.5,26.2,25.0,120,29.8,31,8.0,1009.3
2025-10-24 21:00:00,59.8,55.4,2625.0,118.9,30.1,16.0,104,28.9,35,7.5,1009.5
2025-10-24 22:00:00,61.0,56.9,2541.0,110.6,33.4,19.0,103,28.2,37,6.7,1009.4
2025-10-24 23:00:00,60.3,56.3,2310.0,101.1,34.1,23.0,103,27.8,37,5.5,1009.2
2025-10-25 00:00:00,58.0,54.2,1868.0,94.5,30.2,22.0,103,27.9,33,6.3,1008.6
2025-10-25 01:00:00,53.0,49.6,1280.0,86.9,23.7,20.0,103,26.4,35,6.5,1008.3
2025-10-25 02:00:00,46.7,43.8,809.0,77.8,18.5,22.0,103,24.8,39,8.8,1008.4
2025-10-25 03:00:00,39.1,36.4,517.0,65.3,16.2,29.0,102,24.9,37,10.8,1008.3
2025-10-25 04:00:00,32.8,30.3,342.0,51.3,15.2,39.0,101,25.5,34,11.0,1008.3
2025-10-25 05:00:00,28.0,25.3,363.0,36.7,12.5,50.0,100,25.0,37,9.4,1008.9
2025-10-25 06:00:00,26.5,23.9,746.0,41.1,13.7,45.0,99,25.0,35,9.5,1009.1
2025-10-25 07:00:00,29.6,27.0,1324.0,46.7,15.4,39.0,99,25.1,33,9.5,1009.6
2025-10-25 08:00:00,33.9,31.3,1680.0,47.0,16.8,46.0,98,26.1,31,8.1,1010.2
2025-10-25 09:00:00,37.5,35.2,1595.0,36.8,17.9,77.0,98,29.2,26,8.0,1010.4
2025-10-25 10:00:00,31.0,26.0,1286.0,21.4,18.6,121.0,98,32.7,20,6.0,1010.5
2025-10-25 11:00:00,21.4,17.8,991.0,9.5,18.4,154.0,98,34.8,16,5.1,1010.3
2025-10-25 12:00:00,18.1,14.7,759.0,5.0,16.5,165.0,97,35.8,14,5.3,1009.4
2025-10-25 13:00:00,19.3,15.0,541.0,4.2,13.6,165.0,97,36.2,13,3.6,1008.4
2025-10-25 14:00:00,20.1,15.0,420.0,4.5,11.3,162.0,96,36.2,13,2.7,1007.4
2025-10-25 15:00:00,20.3,14.7,402.0,4.0,10.0,159.0,95,36.0,16,4.8,1006.8
2025-10-25 16:00:00,20.6,14.9,483.0,4.7,9.4,154.0,95,35.5,21,5.5,1006.5
2025-10-25 17:00:00,24.6,18.0,732.0,9.6,8.7,138.0,113,34.5,25,6.9,1006.5
2025-10-25 18:00:00,26.9,22.4,1366.0,19.7,9.3,115.0,126,33.0,30,9.2,1006.8
2025-10-25 19:00:00,28.9,25.2,2168.0,33.4,10.2,84.0,124,32.0,26,9.7,1007.3
2025-10-25 20:00:00,29.9,26.4,2561.0,43.2,10.9,61.0,109,31.4,25,9.0,1008.2
2025-10-25 21:00:00,31.2,27.6,2161.0,45.7,11.5,53.0,90,29.9,31,8.8,1008.8
2025-10-25 22:00:00,32.8,29.0,1353.0,44.1,12.0,53.0,87,28.8,31,9.0,1008.9
2025-10-25 23:00:00,33.8,29.7,711.0,40.5,12.0,56.0,85,28.3,28,8.0,1008.8
2025-10-26 00:00:00,32.9,28.9,470.0,34.4,11.2,60.0,82,28.2,27,8.5,1008.6
2025-10-26 01:00:00,30.9,26.9,395.0,26.3,9.8,67.0,80,27.9,26,7.5,1008.5
2025-10-26 02:00:00,28.6,24.8,360.0,19.6,8.8,73.0,78,27.5,27,7.7,1008.3
2025-10-26 03:00:00,26.6,23.0,307.0,14.6,8.2,76.0,76,26.6,29,8.8,1008.3
2025-10-26 04:00:00,24.8,21.5,295.0,11.0,7.9,79.0,75,25.8,31,9.2,1008.3
2025-10-26 05:00:00,24.0,21.0,371.0,11.7,8.3,74.0,74,25.1,33,9.3,1008.3
2025-10-26 06:00:00,24.2,21.2,634.0,19.5,9.6,69.0,74,24.8,34,9.5,1008.5
2025-10-26 07:00:00,27.0,24.4,986.0,30.0,11.4,62.0,74,25.4,33,11.1,1009.2
2025-10-26 08:00:00,31.4,29.6,1179.0,34.8,13.0,66.0,74,27.4,28,11.9,1009.6
2025-10-26 09:00:00,31.7,29.3,1062.0,28.6,14.5,90.0,73,29.9,25,9.6,1010.2
2025-10-26 10:00:00,29.2,25.8,786.0,16.9,15.9,124.0,73,32.5,22,11.0,1010.3
2025-10-26 11:00:00,18.2,16.0,559.0,7.7,16.2,149.0,73,34.2,18,12.8,1010.0
2025-10-26 12:00:00,13.4,11.2,456.0,4.4,14.5,157.0,73,35.0,17,14.0,1009.1
2025-10-26 13:00:00,12.9,10.5,403.0,3.7,11.7,157.0,72,35.5,17,14.8,1008.2
2025-10-26 14:00:00,13.2,10.9,384.0,3.9,9.6,154.0,72,35.6,16,14.8,1007.3
2025-10-26 15:00:00,14.1,11.6,405.0,4.1,8.8,152.0,72,35.7,16,15.2,1006.3
2025-10-26 16:00:00,15.1,12.4,461.0,5.2,8.6,148.0,90,35.4,16,16.7,1005.8
2025-10-26 17:00:00,28.0,23.4,516.0,8.6,8.8,136.0,107,34.8,15,17.3,1006.5
2025-10-26 18:00:00,29.6,26.5,567.0,16.3,10.1,121.0,117,33.8,17,14.8,1006.8
2025-10-26 19:00:00,31.9,29.2,619.0,26.7,11.8,99.0,116,32.8,20,13.6,1007.3
2025-10-26 20:00:00,33.4,30.9,648.0,33.8,13.1,83.0,106,31.5,23,15.3,1007.9
2025-10-26 21:00:00,33.2,30.7,647.0,34.9,13.6,76.0,90,30.9,25,16.4,1008.7
2025-10-26 22:00:00,31.9,29.7,623.0,32.5,13.6,73.0,73,30.0,26,13.8,1008.7
2025-10-26 23:00:00,30.0,28.1,578.0,28.6,13.3,74.0,73,29.1,28,12.3,1008.4
2025-10-27 00:00:00,27.5,25.8,496.0,22.5,12.7,81.0,73,28.6,29,12.8,1007.9
2025-10-27 01:00:00,25.8,24.2,392.0,14.8,11.7,91.0,73,28.6,29,14.9,1007.6
2025-10-27 02:00:00,25.6,24.2,317.0,9.0,11.0,98.0,72,28.5,28,14.5,1007.4
2025-10-27 03:00:00,26.7,24.8,273.0,6.1,10.5,98.0,72,27.6,29,12.5,1007.3
2025-10-27 04:00:00,27.8,24.9,258.0,5.1,10.2,94.0,73,27.1,30,12.8,1007.3
2025-10-27 05:00:00,29.1,24.9,308.0,6.7,10.5,89.0,73,26.9,30,13.2,1007.5
2025-10-27 06:00:00,29.3,24.4,497.0,12.9,11.2,79.0,73,26.5,30,13.3,1008.0
2025-10-27 07:00:00,31.0,25.7,751.0,21.1,12.2,66.0,74,26.3,30,13.2,1008.7
2025-10-27 08:00:00,32.5,28.1,893.0,25.2,13.0,65.0,74,27.5,28,11.8,1009.3
2025-10-27 09:00:00,32.6,26.7,813.0,21.1,13.6,87.0,74,29.5,24,11.8,1009.9
2025-10-27 10:00:00,27.3,21.0,620.0,12.9,13.9,120.0,73,31.8,21,15.9,1010.2
2025-10-27 11:00:00,24.0,19.0,461.0,6.4,13.5,145.0,73,33.5,20,17.9,1010.0
2025-10-27 12:00:00,22.1,17.6,387.0,4.1,11.6,151.0,73,34.3,18,20.2,1009.1
2025-10-27 13:00:00,21.6,16.8,347.0,3.5,8.9,149.0,74,34.8,17,21.3,1008.2
2025-10-27 14:00:00,21.8,16.8,336.0,3.7,6.9,145.0,74,35.2,15,21.3,1007.2
2025-10-27 15:00:00,21.9,17.0,355.0,3.9,6.2,143.0,75,35.1,15,21.6,1006.5
2025-10-27 16:00:00,22.1,17.3,403.0,4.8,6.1,139.0,80,34.5,18,21.7,1006.5
2025-10-27 17:00:00,35.2,28.9,469.0,8.4,6.8,131.0,96,33.8,19,20.5,1006.8
2025-10-27 18:00:00,36.1,31.3,579.0,15.8,8.0,114.0,105,32.5,21,16.6,1007.3
2025-10-27 19:00:00,36.8,32.7,708.0,25.7,9.6,91.0,104,31.2,24,14.7,1008.0
2025-10-27 20:00:00,37.4,34.0,768.0,31.3,11.1,77.0,93,30.0,27,13.3,1008.8
2025-10-27 21:00:00,35.4,32.6,703.0,28.5,12.3,80.0,77,28.9,30,11.9,1009.4
2025-10-27 22:00:00,33.1,30.5,569.0,21.4,13.4,91.0,77,28.4,30,12.7,1009.3
2025-10-27 23:00:00,32.2,29.8,454.0,15.1,13.9,100.0,77,28.5,28,15.6,1009.0
2025-10-28 00:00:00,31.8,29.2,385.0,11.4,13.5,103.0,78,29.0,26,16.6,1008.6
2025-10-28 01:00:00,31.1,28.5,336.0,8.5,12.6,104.0,78,28.6,26,16.1,1008.6
2025-10-28 02:00:00,31.1,28.2,307.0,6.6,11.8,102.0,78,27.9,27,16.4,1008.6
2025-10-28 03:00:00,32.2,28.9,287.0,5.5,11.2,97.0,79,27.0,30,14.8,1008.7
2025-10-28 04:00:00,33.8,30.0,289.0,5.4,10.6,90.0,79,26.2,35,14.1,1008.4
2025-10-28 05:00:00,34.2,30.6,353.0,7.2,11.0,85.0,79,25.6,38,13.4,1008.7
2025-10-28 06:00:00,35.7,31.8,557.0,12.6,12.1,78.0,80,25.5,40,13.9,1009.3
2025-10-28 07:00:00,38.6,34.2,824.0,19.9,13.5,71.0,81,25.5,43,13.9,1010.1
2025-10-28 08:00:00,41.3,37.1,963.0,23.4,14.7,72.0,81,26.3,43,11.8,1010.9
2025-10-28 09:00:00,44.9,38.1,850.0,19.5,15.5,92.0,82,27.9,42,12.9,1011.0
2025-10-28 10:00:00,48.0,39.8,608.0,11.9,15.9,121.0,83,29.9,40,15.9,1010.9
2025-10-28 11:00:00,47.0,39.6,421.0,6.0,15.8,144.0,85,31.5,32,19.9,1010.6
2025-10-28 12:00:00,44.1,37.0,361.0,3.9,14.6,156.0,87,32.5,26,21.9,1009.6
2025-10-28 13:00:00,39.7,31.9,354.0,3.5,12.8,162.0,88,33.2,24,22.7,1008.5
2025-10-28 14:00:00,40.5,30.3,368.0,3.8,11.4,164.0,90,33.6,23,22.8,1007.6
2025-10-28 15:00:00,43.2,31.0,395.0,4.4,10.9,161.0,91,33.5,25,22.4,1007.0
2025-10-28 16:00:00,44.2,31.7,443.0,5.8,10.8,154.0,95,32.8,29,22.4,1006.7
2025-10-28 17:00:00,44.1,32.5,492.0,8.0,11.5,146.0,112,32.9,26,21.8,1007.2
2025-10-28 18:00:00,44.5,34.7,550.0,12.2,12.2,133.0,123,31.8,29,17.4,1007.7
2025-10-28 19:00:00,45.8,36.2,610.0,17.9,13.2,116.0,126,30.7,32,14.7,1008.3
2025-10-28 20:00:00,46.7,38.1,636.0,21.4,14.0,103.0,120,29.6,35,12.2,1009.2
2025-10-28 21:00:00,47.7,40.7,605.0,20.9,14.4,100.0,109,28.9,36,12.5,1009.7
2025-10-28 22:00:00,49.5,43.9,540.0,18.3,14.6,102.0,96,28.5,37,13.7,1009.9
2025-10-28 23:00:00,52.2,47.6,477.0,15.3,14.8,105.0,97,28.2,38,13.9,1010.0
2025-10-29 00:00:00,53.9,49.7,424.0,12.2,14.9,108.0,98,28.1,39,15.3,1010.0
2025-10-29 01:00:00,54.0,49.7,374.0,8.8,14.9,112.0,100,27.8,39,15.7,1009.7
2025-10-29 02:00:00,53.4,48.8,340.0,6.3,14.9,113.0,102,27.2,40,15.4,1009.4
2025-10-29 03:00:00,52.5,47.4,311.0,5.0,14.8,110.0,104,26.8,41,14.5,1009.1
2025-10-29 04:00:00,51.3,45.6,299.0,4.8,14.7,105.0,106,26.0,44,13.5,1008.9
2025-10-29 05:00:00,53.1,47.3,350.0,6.2,15.6,101.0,108,25.4,48,13.0,1009.4
2025-10-29 06:00:00,52.2,45.9,545.0,11.2,16.4,92.0,110,25.0,50,14.1,1009.5
2025-10-29 07:00:00,53.3,46.7,805.0,17.8,17.4,81.0,111,24.9,51,13.7,1010.1
2025-10-29 08:00:00,54.6,48.3,935.0,21.0,17.5,78.0,112,25.6,50,11.5,1010.8
2025-10-29 09:00:00,55.8,47.0,811.0,17.5,16.2,92.0,114,27.2,46,13.0,1010.9
2025-10-29 10:00:00,49.2,41.7,557.0,10.5,14.1,115.0,115,29.1,43,16.3,1010.9
2025-10-29 11:00:00,41.6,36.1,361.0,5.2,11.9,132.0,115,30.4,34,22.5,1010.4
2025-10-29 12:00:00,35.0,30.5,296.0,3.4,9.7,136.0,114,31.5,28,22.4,1009.6
2025-10-29 13:00:00,28.9,25.7,287.0,3.2,7.4,133.0,114,32.4,25,21.2,1008.4
2025-10-29 14:00:00,24.4,22.1,298.0,3.6,5.8,129.0,113,32.9,24,20.6,1007.4
2025-10-29 15:00:00,21.0,19.2,321.0,4.1,5.2,125.0,112,32.8,27,19.8,1006.9
2025-10-29 16:00:00,18.8,17.4,364.0,5.2,5.3,119.0,111,32.8,25,19.9,1006.7
2025-10-29 17:00:00,22.9,21.1,413.0,7.9,5.9,110.0,109,32.3,25,20.1,1006.6
2025-10-29 18:00:00,24.2,22.8,477.0,12.9,6.8,98.0,108,31.5,27,15.8,1007.0
2025-10-29 19:00:00,24.4,23.1,547.0,19.7,8.0,81.0,107,30.7,29,15.7,1007.5
2025-10-29 20:00:00,25.4,23.7,585.0,24.7,9.0,67.0,106,30.0,30,15.4,1008.2
2025-10-29 21:00:00,27.2,25.2,573.0,26.6,9.5,59.0,104,29.1,32,14.1,1008.5
2025-10-29 22:00:00,29.2,26.7,529.0,26.7,9.7,55.0,103,28.1,34,12.5,1008.6
2025-10-29 23:00:00,32.0,28.9,473.0,25.0,9.7,54.0,101,27.6,36,12.3,1008.4
2025-10-30 00:00:00,35.0,31.2,400.0,20.3,9.3,59.0,99,27.5,36,12.5,1008.1
2025-10-30 01:00:00,36.8,32.6,315.0,13.7,8.6,69.0,97,27.5,35,13.4,1007.8
2025-10-30 02:00:00,36.4,32.2,257.0,8.8,8.1,75.0,96,27.2,36,14.2,1007.7
2025-10-30 03:00:00,35.4,31.1,221.0,6.6,7.8,76.0,94,26.8,38,13.5,1007.8
2025-10-30 04:00:00,34.0,29.5,212.0,6.1,7.8,73.0,93,26.1,40,12.4,1008.0
2025-10-30 05:00:00,40.2,35.3,283.0,7.4,9.6,75.0,91,25.8,43,13.2,1007.9
2025-10-30 06:00:00,39.5,34.5,528.0,12.6,10.6,68.0,90,25.4,45,12.8,1008.5
2025-10-30 07:00:00,40.3,35.2,854.0,19.4,12.0,58.0,89,25.0,47,12.3,1009.2
2025-10-30 08:00:00,41.9,37.0,1026.0,22.6,12.9,59.0,88,25.9,46,9.9,1009.9
2025-10-30 09:00:00,42.3,34.9,895.0,18.5,13.0,79.0,87,27.7,42,10.8,1010.2
2025-10-30 10:00:00,39.9,31.8,611.0,10.8,12.7,108.0,86,30.0,37,12.5,1010.2
2025-10-30 11:00:00,31.8,27.4,394.0,4.9,12.1,131.0,85,31.6,33,20.3,1010.3
2025-10-30 12:00:00,28.2,25.0,334.0,3.1,11.3,140.0,85,32.5,32,20.3,1009.5
2025-10-30 13:00:00,27.3,24.2,341.0,3.1,10.2,143.0,84,33.0,30,19.5,1008.3
2025-10-30 14:00:00,27.1,23.9,362.0,3.7,9.5,143.0,84,33.4,30,18.4,1007.3
2025-10-30 15:00:00,27.8,24.3,387.0,4.0,9.2,142.0,84,33.4,31,18.2,1006.8
2025-10-30 16:00:00,28.3,24.6,427.0,5.0,9.3,138.0,85,33.1,32,17.9,1006.5
2025-10-30 17:00:00,32.1,28.4,457.0,8.3,9.8,128.0,85,33.0,30,17.1,1006.6
2025-10-30 18:00:00,35.2,32.1,466.0,16.2,11.0,111.0,95,32.3,31,15.3,1007.3
2025-10-30 19:00:00,38.2,34.9,465.0,26.9,12.8,88.0,95,31.5,32,14.3,1008.0
2025-10-30 20:00:00,41.4,38.0,465.0,34.7,14.1,70.0,88,30.9,31,14.2,1008.8
2025-10-30 21:00:00,44.1,40.6,478.0,37.4,14.7,60.0,89,30.2,31,13.6,1009.6
2025-10-30 22:00:00,43.7,40.0,492.0,37.0,14.9,56.0,90,29.5,32,12.8,1009.7
2025-10-30 23:00:00,41.1,37.4,484.0,33.9,14.9,57.0,92,28.4,35,11.4,1009.8
2025-10-31 00:00:00,38.6,34.9,429.0,26.5,14.7,67.0,92,28.0,34,11.5,1009.7
2025-10-31 01:00:00,38.1,34.0,350.0,16.3,14.3,83.0,93,27.6,34,11.4,1009.4
2025-10-31 02:00:00,39.1,34.9,298.0,8.7,14.1,95.0,93,27.2,34,11.5,1009.3
2025-10-31 03:00:00,40.7,36.3,249.0,5.3,14.1,99.0,93,26.9,34,12.2,1008.9
2025-10-31 04:00:00,42.5,37.7,226.0,4.5,14.3,99.0,94,26.6,35,12.5,1008.9
2025-10-31 05:00:00,44.5,39.0,343.0,8.6,14.4,83.0,94,26.2,36,10.5,1009.1
2025-10-31 06:00:00,46.6,40.7,772.0,16.7,15.5,73.0,95,25.8,38,8.7,1009.5
2025-10-31 07:00:00,50.8,44.5,1341.0,27.5,17.1,62.0,95,25.3,40,8.4,1010.5
2025-10-31 08:00:00,54.8,48.9,1645.0,33.0,18.5,61.0,96,26.0,39,7.8,1011.1
2025-10-31 09:00:00,58.4,49.7,1425.0,27.9,20.0,83.0,97,28.1,35,6.8,1011.4
2025-10-31 10:00:00,65.7,50.3,940.0,17.5,21.5,117.0,98,30.9,30,9.0,1011.5
2025-10-31 11:00:00,79.4,50.5,566.0,9.3,21.6,142.0,100,32.8,26,10.5,1011.1
2025-10-31 12:00:00,83.6,48.7,457.0,5.9,19.3,150.0,102,33.6,24,8.9,1010.3
2025-10-31 13:00:00,76.6,47.4,459.0,4.7,15.6,150.0,105,33.8,22,4.6,1009.3
2025-10-31 14:00:00,69.4,45.9,488.0,5.0,12.9,147.0,107,33.8,22,2.6,1008.6
2025-10-31 15:00:00,63.3,44.0,472.0,4.4,11.6,145.0,110,32.9,34,8.1,1008.1
2025-10-31 16:00:00,59.1,43.1,483.0,5.3,11.3,139.0,112,32.5,39,7.3,1007.8
2025-10-31 17:00:00,73.6,53.9,649.0,15.3,15.3,126.0,114,32.5,35,3.4,1007.9
2025-10-31 18:00:00,95.2,80.1,1150.0,38.3,20.6,95.0,116,31.0,48,3.5,1008.1
2025-10-31 19:00:00,107.1,93.1,1807.0,69.8,28.0,53.0,121,29.8,56,1.3,1008.6
2025-10-31 20:00:00,106.9,93.6,2213.0,91.0,33.1,22.0,127,29.8,51,5.1,1009.3
2025-10-31 21:00:00,107.8,95.7,2161.0,92.4,34.4,13.0,133,30.8,30,6.2,1009.9
2025-10-31 22:00:00,105.2,95.0,1858.0,83.5,33.5,15.0,139,29.8,26,4.8,1009.9
2025-10-31 23:00:00,105.0,95.5,1516.0,74.6,31.4,17.0,145,27.6,30,6.2,1010.0
2025-11-01 00:00:00,106.4,96.4,1153.0,68.5,27.9,15.0,150,26.3,34,8.6,1009.6
2025-11-01 01:00:00,105.2,95.7,752.0,62.5,23.2,13.0,151,25.1,38,10.6,1009.6
2025-11-01 02:00:00,98.3,91.3,474.0,58.2,19.4,12.0,153,24.6,40,9.8,1009.6
2025-11-01 03:00:00,88.5,82.0,366.0,56.9,17.2,13.0,154,24.4,40,8.7,1009.3
2025-11-01 04:00:00,81.3,74.5,381.0,57.4,15.8,16.0,155,24.0,40,8.9,1009.2
2025-11-01 05:00:00,77.1,70.1,539.0,56.3,15.4,18.0,156,23.5,42,8.6,1009.1
2025-11-01 06:00:00,75.7,68.9,950.0,57.7,16.4,13.0,157,23.3,42,8.9,1009.5
2025-11-01 07:00:00,80.3,73.8,1503.0,59.1,17.9,9.0,157,23.5,40,8.5,1010.4
2025-11-01 08:00:00,86.8,81.5,1886.0,55.9,20.8,17.0,158,24.6,37,5.7,1011.3
2025-11-01 09:00:00,88.2,82.0,1958.0,44.0,26.9,50.0,159,27.2,32,3.8,1011.7
2025-11-01 10:00:00,81.5,69.8,1861.0,27.5,34.3,97.0,159,30.2,26,2.5,1011.8
2025-11-01 11:00:00,80.8,62.6,1707.0,14.8,38.1,135.0,160,32.2,23,3.2,1011.6
2025-11-01 12:00:00,78.5,59.4,1496.0,8.9,35.1,156.0,160,32.8,23,7.1,1010.8
2025-11-01 13:00:00,72.6,55.8,1228.0,6.7,28.5,169.0,160,32.8,25,9.2,1009.8
2025-11-01 14:00:00,66.6,52.0,1023.0,7.2,23.5,175.0,160,33.0,25,9.6,1009.0
2025-11-01 15:00:00,62.6,49.5,913.0,8.4,22.1,176.0,160,32.9,23,10.1,1008.3
2025-11-01 16:00:00,59.8,47.7,864.0,12.3,22.1,169.0,161,32.6,23,9.2,1008.1
2025-11-01 17:00:00,65.0,53.4,896.0,20.3,23.9,153.0,161,31.9,25,8.0,1008.5
2025-11-01 18:00:00,79.2,71.5,1068.0,43.2,23.7,116.0,161,30.0,39,7.5,1008.9
2025-11-01 19:00:00,80.3,73.3,1321.0,74.6,23.6,66.0,160,28.2,51,7.1,1009.4
2025-11-01 20:00:00,80.1,73.1,1495.0,97.4,24.6,27.0,160,27.2,58,8.0,1010.0
2025-11-01 21:00:00,85.4,77.8,1534.0,103.9,28.2,13.0,160,26.5,63,6.9,1010.7
2025-11-01 22:00:00,94.3,86.1,1494.0,101.9,32.8,10.0,159,25.5,70,8.7,1010.7
2025-11-01 23:00:00,97.8,89.9,1382.0,97.2,34.8,10.0,159,25.0,71,7.8,1010.5
2025-11-02 00:00:00,95.0,88.0,1151.0,90.6,31.5,9.0,159,24.3,72,8.7,1010.3
2025-11-02 01:00:00,91.0,84.5,849.0,81.4,25.6,10.0,159,23.7,72,10.6,1010.1
2025-11-02 02:00:00,87.1,81.0,620.0,73.3,21.0,11.0,158,23.6,74,11.5,1010.1
2025-11-02 03:00:00,80.3,75.0,489.0,67.5,19.1,12.0,158,23.5,73,9.7,1009.7
2025-11-02 04:00:00,70.5,65.2,432.0,62.9,18.5,14.0,158,23.4,71,8.7,1009.6
2025-11-02 05:00:00,66.8,61.7,523.0,59.7,17.7,12.0,158,23.1,69,7.2,1009.9
2025-11-02 06:00:00,63.1,58.2,912.0,61.0,19.1,10.0,158,22.7,65,6.7,1010.1
2025-11-02 07:00:00,67.1,62.4,1449.0,62.1,21.3,9.0,157,22.5,60,6.7,1010.7
2025-11-02 08:00:00,72.2,67.8,1761.0,58.4,25.6,20.0,157,23.7,49,5.6,1011.3
2025-11-02 09:00:00,71.7,66.8,1634.0,45.4,34.7,54.0,157,26.9,39,4.5,1011.8
2025-11-02 10:00:00,62.2,53.9,1282.0,27.6,45.8,101.0,157,30.5,28,4.0,1011.8
2025-11-02 11:00:00,46.4,39.1,973.0,14.0,51.9,139.0,156,32.7,22,4.1,1011.9
2025-11-02 12:00:00,40.0,34.1,792.0,8.0,48.4,161.0,156,33.6,19,6.2,1011.1
2025-11-02 13:00:00,40.5,34.8,653.0,6.1,39.8,174.0,155,33.8,21,8.9,1010.2
2025-11-02 14:00:00,42.4,36.6,567.0,7.0,32.6,178.0,155,33.8,22,10.6,1009.4
2025-11-02 15:00:00,44.0,38.1,527.0,10.9,29.5,171.0,154,33.5,22,11.1,1008.8
2025-11-02 16:00:00,45.3,39.2,541.0,17.6,27.8,156.0,154,32.7,23,11.0,1008.6
2025-11-02 17:00:00,49.4,43.3,641.0,24.4,27.0,133.0,154,31.5,29,10.3,1009.3
2025-11-02 18:00:00,55.1,49.2,916.0,31.5,24.4,107.0,154,29.6,42,8.2,1009.4
2025-11-02 19:00:00,56.7,49.7,1278.0,41.3,20.8,70.0,153,27.9,52,8.0,1009.7
2025-11-02 20:00:00,56.5,48.2,1490.0,47.9,17.9,43.0,153,26.6,63,7.2,1010.2
2025-11-02 21:00:00,56.3,47.3,1429.0,48.9,16.4,33.0,152,25.9,71,7.4,1010.8
2025-11-02 22:00:00,56.7,46.9,1219.0,46.7,15.6,32.0,151,25.2,76,7.5,1010.9
2025-11-02 23:00:00,56.8,46.6,996.0,43.0,14.7,34.0,151,24.4,80,7.4,1010.9
2025-11-03 00:00:00,55.3,45.1,776.0,37.8,13.3,37.0,148,24.1,79,7.0,1010.6
2025-11-03 01:00:00,52.4,41.9,544.0,31.1,11.7,42.0,144,23.5,81,9.8,1010.3
2025-11-03 02:00:00,48.9,38.3,385.0,25.0,10.5,46.0,140,23.4,87,10.2,1009.8
2025-11-03 03:00:00,45.9,34.3,304.0,19.2,9.6,50.0,135,23.4,92,9.6,1009.3
2025-11-03 04:00:00,44.4,31.4,297.0,14.0,9.1,53.0,131,23.0,95,7.1,1009.1
2025-11-03 05:00:00,42.0,28.8,436.0,11.9,8.5,53.0,127,22.5,88,5.2,1009.3
2025-11-03 06:00:00,44.6,29.2,891.0,20.9,10.2,43.0,124,22.0,87,5.0,1009.2
2025-11-03 07:00:00,51.3,34.6,1492.0,33.0,12.5,29.0,121,21.5,88,6.0,1009.7
2025-11-03 08:00:00,56.5,40.0,1797.0,39.2,14.9,26.0,118,22.1,84,5.4,1010.6
2025-11-03 09:00:00,63.3,36.0,1517.0,34.0,17.5,43.0,115,24.5,78,4.2,1010.9
2025-11-03 10:00:00,67.1,34.5,941.0,22.9,20.2,71.0,112,26.7,75,5.9,1010.9
2025-11-03 11:00:00,68.2,33.1,495.0,13.8,21.5,93.0,110,28.9,66,8.7,1011.0
2025-11-03 12:00:00,67.8,31.3,354.0,9.4,20.6,104.0,109,30.0,57,10.7,1009.7
2025-11-03 13:00:00,67.3,30.5,342.0,7.0,18.3,110.0,109,30.4,54,13.2,1009.0
2025-11-03 14:00:00,68.0,30.6,356.0,6.2,16.5,110.0,109,30.0,56,13.6,1008.0
2025-11-03 15:00:00,68.2,30.6,359.0,6.9,15.8,104.0,108,29.5,57,13.8,1007.3
2025-11-03 16:00:00,66.6,30.4,387.0,9.2,15.6,93.0,107,28.9,58,13.1,1007.1
2025-11-03 17:00:00,58.8,28.1,447.0,13.5,15.3,77.0,106,27.6,72,11.5,1007.2
2025-11-03 18:00:00,54.0,29.6,562.0,21.5,14.7,65.0,105,26.8,80,10.9,1007.3
2025-11-03 19:00:00,54.6,31.7,709.0,32.4,13.9,48.0,103,26.4,83,11.8,1007.7
2025-11-03 20:00:00,54.1,32.1,828.0,39.8,13.1,37.0,101,26.0,86,11.2,1008.2
2025-11-03 21:00:00,52.9,31.7,915.0,40.9,12.5,35.0,99,26.0,87,10.5,1009.0
2025-11-03 22:00:00,51.9,31.1,973.0,38.4,11.9,38.0,98,25.7,88,6.9,1009.5
2025-11-03 23:00:00,51.7,31.2,952.0,34.5,11.1,42.0,96,25.5,90,8.0,1009.2
2025-11-04 00:00:00,52.2,30.6,788.0,28.6,9.8,48.0,95,25.5,91,10.4,1008.8
2025-11-04 01:00:00,49.1,28.2,545.0,21.3,8.3,56.0,94,25.5,91,10.2,1008.2
